3,7
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_56_49)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_56_52)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_56_56)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_00)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_03)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_07)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_10)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_14)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_17)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_21)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_25)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_29)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(02_03_21_19_57_36)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_05_52)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_05_59)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_02)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_06)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_09)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_12)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_15)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_19)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_22)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_25)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_29)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0001/04_0001_(22_03_21_19_06_32)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_01_09)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_01_15)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_01_18)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_01_20)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_01_26)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_03_03)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_03_07)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_03_49)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_03_53)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_03_56)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_03_59)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_04_03)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_04_06)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_04_10)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_04_14)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(02_03_21_20_04_17)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_10_51)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_10_55)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_10_59)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_11_23)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_11_27)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_11_30)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_11_37)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_11_40)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_11_44)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_11_47)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_11_54)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0002/04_0002_(22_03_21_19_11_57)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_43_21)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_43_35)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_43_42)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_43_49)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_45_08)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_45_14)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_45_25)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_45_45)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_45_51)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_45_56)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_46_36)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_46_42)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_22_46_47)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_23_29_59)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_23_30_09)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_23_30_16)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_23_30_23)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_23_30_30)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_23_30_38)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/04/train/0003/04_0003_(12_03_21_23_31_02)_c,جميع الصم عرب  سامع
