3,7
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_04_45)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_04_49)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_04_53)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_05_00)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_05_03)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_05_07)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_05_10)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_05_14)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_05_18)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_05_21)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_05_25)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(13_02_21_19_05_33)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_16)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_18)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_23)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_28)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_31)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_33)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_35)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_38)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_40)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_43)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_45)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0001/03_0001_(27_02_21_19_30_47)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/03/train/0002/03_0002_(13_02_21_19_41_46)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/03/train/0002/03_0002_(13_02_21_19_41_49)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/03/train/0002/03_0002_(13_02_21_19_41_53)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/03/train/0002/03_0002_(13_02_21_19_42_01)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/03/train/0002/03_0002_(13_02_21_19_42_05)_c,حمد الله
