3,7
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_37_17)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_37_21)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_37_24)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_37_29)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_37_33)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_38_50)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_38_54)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_38_57)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_39_01)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_39_05)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_39_09)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(10_03_21_20_39_13)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_07_51)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_07_57)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_08_04)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_08_07)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_09_53)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_09_56)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_09_59)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_10_02)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_10_04)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_10_07)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_10_11)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0001/01_0001_(13_02_21_19_10_14)_c,اسم الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_53_42)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_53_47)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_53_53)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_53_58)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_54_03)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_54_08)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_54_13)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_54_18)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_54_24)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_54_28)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_54_47)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_54_52)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(10_03_21_20_55_03)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_04)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_11)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_15)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_18)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_22)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_25)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_29)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_33)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_36)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_40)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_44)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0002/01_0002_(13_02_21_19_45_47)_c,حمد الله
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_03_35)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_03_44)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_03_52)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_04_01)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_04_10)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_04_18)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_04_26)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_04_36)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_04_44)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_05_28)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_05_35)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_05_43)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_06_48)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_07_03)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_07_17)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_07_25)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_07_33)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_07_40)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_07_48)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_07_56)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_08_04)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_08_11)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_08_18)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0003/01_0003_(10_03_21_21_08_26)_c,جميع الصم عرب  سامع
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_22_49)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_22_57)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_23_06)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_23_16)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_23_25)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_23_33)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_23_42)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_24_46)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_24_54)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_25_03)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_25_11)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(10_03_21_21_25_20)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(13_02_21_20_51_28)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(13_02_21_20_51_45)_c,سلام عليكم رحمة الله بركة
/home/eye/ArSL-Continuous/80/color/01/train/0004/01_0004_(13_02_21_20_52_01)_c,سلام عليكم رحمة الله بركة
